189680456	/media/vmstore/XU
121086756	/media/vmstore/Fast
77792320	/media/vmstore/Mocha
67840664	/media/vmstore/Lgy
45853460	/media/vmstore/mocha-operation-logs
45332528	/media/vmstore/tmp
40078564	/media/vmstore/boreltonvidia
14806856	/media/vmstore/MochaCanonico
8825684	/media/vmstore/MochaCanonico-NOVO-20260519-114138
4957504	/media/vmstore/kdePCan
4513568	/media/vmstore/Xu709
4258416	/media/vmstore/PRESERVAR-FAST-ANTES-FORMATAR
7540	/media/vmstore/GptMemories.md
7520	/media/vmstore/GPTM.md
7520	/media/vmstore/GptMemories
7520	/media/vmstore/GPTMD.backup-before-visual-doc-path-20260509-153016
7520	/media/vmstore/GPTMD.backup-before-mocha-visual-recipe-20260509-152716
7520	/media/vmstore/GPTMD.backup-before-mocha-visual-20260509-150516
7520	/media/vmstore/GPTMD
4132	/media/vmstore/themaquasecanonico
2892	/media/vmstore/GLF
2412	/media/vmstore/documentacao-preservada
880	/media/vmstore/boreltonvidia-move-logs-20260509-071401
764	/media/vmstore/mocha-test-bore-lto-705-finaldry-20260511-234300
608	/media/vmstore/DOCUMENTO-UNIFICADO-MIGRACAO-MOCHAFAST-PARA-BTRFS-ULTIMO.md
608	/media/vmstore/DOCUMENTO-UNIFICADO-MIGRACAO-MOCHAFAST-PARA-BTRFS-20260509-002042.md
496	/media/vmstore/MANIFESTO-MIGRACAO-MOCHAFAST-PARA-BTRFS-ULTIMO.tsv
496	/media/vmstore/MANIFESTO-MIGRACAO-MOCHAFAST-PARA-BTRFS-20260509-002042.tsv
364	/media/vmstore/mocha-test-bore-lto-705-wrapper-20260511-233630
312	/media/vmstore/mocha-test-bore-lto-705-20260511-233219
64	/media/vmstore/RELATORIO-ATUALIZACAO-REGRAS-MOCHA-20260514-235450.txt
52	/media/vmstore/MANIFESTO-COPIAS-GPTM-CANONICAS-20260508-214842.tsv
32	/media/vmstore/MOCHA-CANONICO-LEIA-ANTES-DE-MONTAR-O-MOCHA.md
24	/media/vmstore/mocha-auditoria-kernel-705-cache
20	/media/vmstore/boreltonvidia-move-logs-20260509-071209
16	/media/vmstore/MEMORIA-MOCHA-V2-COMPACTADA.md
12	/media/vmstore/MOCHA-GNOME-VISUAL-RECIPE-APLICAR-SEMPRE.md
12	/media/vmstore/LEIA-PRIMEIRO-MOCHA.md
12	/media/vmstore/KernelRegras
8	/media/vmstore/PromptRegras
8	/media/vmstore/LEIA-PRIMEIRO-MOCHA-REGRAS-CANONICAS-ATUAIS.md
4	/media/vmstore/RELATORIO-COPIAS-GPTM-CANONICAS-20260508-214842.md
4	/media/vmstore/README-MOCHA-CANONICO.md
4	/media/vmstore/MOCHA-LEIA-PRIMEIRO-FONTE-CANONICA-ATUAL.md
4	/media/vmstore/MOCHA-CANONICO-ATUAL.md
4	/media/vmstore/MANIFESTO-CLONE-MOCHAFAST-PARA-NOVO-FAST-BTRFS-ULTIMO.tsv
4	/media/vmstore/MANIFESTO-CLONE-MOCHAFAST-PARA-NOVO-FAST-BTRFS-20260509-002042.tsv
4	/media/vmstore/LEIA-PRIMEIRO-KDEMOCHA.md
4	/media/vmstore/KDEMOCHA-MONTAGEM.md
4	/media/vmstore/709Boreltov3
0	/media/vmstore/.Trash-1000
0	/media/vmstore/MochaCanonico-FAST-ANTIGO-PRE-PROMOCAO-20260519-160417
0	/media/vmstore/mocha-cache-private-keys
0	/media/vmstore/Legacy
0	/media/vmstore/legacy
